city,timestamp,temperature,season
New York,2010-01-01,4.765667853882692,winter
New York,2010-01-02,-1.8511643437622682,winter
New York,2010-01-03,1.0896723120163159,winter
New York,2010-01-04,-11.568807881597182,winter
New York,2010-01-05,-1.7028704506866186,winter
New York,2010-01-06,3.489302927659251,winter
New York,2010-01-07,3.831497533116047,winter
New York,2010-01-08,-1.126144701066623,winter
New York,2010-01-09,0.15433629873029447,winter
New York,2010-01-10,-5.048959117786954,winter
New York,2010-01-11,5.88797991337556,winter
New York,2010-01-12,-4.261480107840104,winter
New York,2010-01-13,-2.724403838312207,winter
New York,2010-01-14,0.5621989506956903,winter
New York,2010-01-15,0.5661498091939074,winter
New York,2010-01-16,-8.394121888410137,winter
New York,2010-01-17,6.180810704378926,winter
New York,2010-01-18,1.0928184941844021,winter
New York,2010-01-19,1.356733793530942,winter
New York,2010-01-20,-4.675961575187866,winter
New York,2010-01-21,-6.473572077096393,winter
New York,2010-01-22,-7.806707395409845,winter
New York,2010-01-23,-4.9719443734415165,winter
New York,2010-01-24,-7.497511712760453,winter
New York,2010-01-25,-5.425120220954419,winter
New York,2010-01-26,-4.720129886972947,winter
New York,2010-01-27,-0.024742375608334227,winter
New York,2010-01-28,8.402557317159081,winter
New York,2010-01-29,-5.042033517444281,winter
New York,2010-01-30,3.7907867426564055,winter
New York,2010-01-31,-1.0966345371057842,winter
New York,2010-02-01,2.3111501549126903,winter
New York,2010-02-02,9.164163900292941,winter
New York,2010-02-03,11.120931632722455,winter
New York,2010-02-04,4.171359747435117,winter
New York,2010-02-05,2.971380111961679,winter
New York,2010-02-06,-0.27049703878271036,winter
New York,2010-02-07,0.5367002871448451,winter
New York,2010-02-08,-1.6578278257148122,winter
New York,2010-02-09,-5.723018883770317,winter
New York,2010-02-10,-3.9765364176948728,winter
New York,2010-02-11,1.549751330685106,winter
New York,2010-02-12,2.2050550324644673,winter
New York,2010-02-13,-6.6835339339579125,winter
New York,2010-02-14,-3.7770719331786684,winter
New York,2010-02-15,0.46723980597052844,winter
New York,2010-02-16,0.5465219875551537,winter
New York,2010-02-17,-1.7492779125601556,winter
New York,2010-02-18,-3.3983315539906678,winter
New York,2010-02-19,-1.5925162013438272,winter
New York,2010-02-20,-3.99007920017413,winter
New York,2010-02-21,5.350854738432766,winter
New York,2010-02-22,-1.8275056518425385,winter
New York,2010-02-23,-1.0473675142177483,winter
New York,2010-02-24,-6.951662498122006,winter
New York,2010-02-25,0.5489802074567008,winter
New York,2010-02-26,-0.9037328349895503,winter
New York,2010-02-27,-3.009302493449298,winter
New York,2010-02-28,-0.3001734105632204,winter
New York,2010-03-01,7.3789961415934116,spring
New York,2010-03-02,6.619236318194741,spring
New York,2010-03-03,3.92541937848079,spring
New York,2010-03-04,6.014771113995796,spring
New York,2010-03-05,10.878369929578676,spring
New York,2010-03-06,6.952451163178455,spring
New York,2010-03-07,1.575892785255314,spring
New York,2010-03-08,14.864660325689234,spring
New York,2010-03-09,6.806163169794473,spring
New York,2010-03-10,10.569972045763885,spring
New York,2010-03-11,11.117902699536849,spring
New York,2010-03-12,8.260558411789093,spring
New York,2010-03-13,13.947809038930224,spring
New York,2010-03-14,6.933032126257515,spring
New York,2010-03-15,19.02406133880153,spring
New York,2010-03-16,8.40746048250141,spring
New York,2010-03-17,-0.08236793266542586,spring
New York,2010-03-18,5.455358713821239,spring
New York,2010-03-19,6.918561171096165,spring
New York,2010-03-20,3.067599366291888,spring
New York,2010-03-21,16.39482614889689,spring
New York,2010-03-22,7.9675842531212755,spring
New York,2010-03-23,13.831827234146584,spring
New York,2010-03-24,10.487737581526028,spring
New York,2010-03-25,8.184972626455849,spring
New York,2010-03-26,7.146744460798235,spring
New York,2010-03-27,4.30682232727823,spring
New York,2010-03-28,9.9944008136077,spring
New York,2010-03-29,14.537679884969329,spring
New York,2010-03-30,8.08157670318045,spring
New York,2010-03-31,17.37909914120114,spring
New York,2010-04-01,8.578602668731143,spring
New York,2010-04-02,4.651051519166859,spring
New York,2010-04-03,12.224029681136422,spring
New York,2010-04-04,8.748651123783155,spring
New York,2010-04-05,4.510308448586121,spring
New York,2010-04-06,10.193108452930678,spring
New York,2010-04-07,14.422837381487959,spring
New York,2010-04-08,20.20624689683408,spring
New York,2010-04-09,11.484561049282703,spring
New York,2010-04-10,7.955294388705069,spring
New York,2010-04-11,12.621879359186043,spring
New York,2010-04-12,0.25172823132209476,spring
New York,2010-04-13,10.812959122223422,spring
New York,2010-04-14,7.755628808524811,spring
New York,2010-04-15,9.975669082137983,spring
New York,2010-04-16,6.911704408151474,spring
New York,2010-04-17,6.15741836068319,spring
New York,2010-04-18,10.747006807528548,spring
New York,2010-04-19,7.464771657791816,spring
New York,2010-04-20,6.020805504557885,spring
New York,2010-04-21,19.33312548612791,spring
New York,2010-04-22,4.276750646138354,spring
